agent PreviousPosition:None, CurrentPosition:A, g = 0, h = 3799, f = 3799, action: None
agent PreviousPosition:F, CurrentPosition:A --> g = 2448, h = 1006, f = 3454, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1572, h = 1883, f = 3455, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1574, h = 1883, f = 3457, action: ('take', <package.Package instance at 0x3cd7908>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1766, h = 1691, f = 3457, action: ('take', <package.Package instance at 0x47dd560>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1962, h = 1495, f = 3457, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:D --> g = 1814, h = 1643, f = 3457, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1964, h = 1495, f = 3459, action: ('take', <package.Package instance at 0x4974248>)
agent PreviousPosition:E, CurrentPosition:F --> g = 2048, h = 1411, f = 3459, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 2050, h = 1411, f = 3461, action: ('take', <package.Package instance at 0x498af38>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1688, h = 1775, f = 3463, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 1844, h = 1619, f = 3463, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 1683, h = 1781, f = 3464, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 1570, h = 1895, f = 3465, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:A --> g = 1846, h = 1619, f = 3465, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1572, h = 1895, f = 3467, action: ('take', <package.Package instance at 0x40077e8>)
agent PreviousPosition:A, CurrentPosition:E --> g = 1764, h = 1703, f = 3467, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1704, h = 1763, f = 3467, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1687, h = 1781, f = 3468, action: ('take', <package.Package instance at 0x3cb5248>)
agent PreviousPosition:E, CurrentPosition:D --> g = 1883, h = 1585, f = 3468, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:A --> g = 1591, h = 1877, f = 3468, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1766, h = 1703, f = 3469, action: ('take', <package.Package instance at 0x3e4b0e0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1850, h = 1619, f = 3469, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1946, h = 1523, f = 3469, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1885, h = 1585, f = 3470, action: ('take', <package.Package instance at 0x4b31098>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1993, h = 1477, f = 3470, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1768, h = 1703, f = 3471, action: ('take', <package.Package instance at 0x4b201b8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1672, h = 1799, f = 3471, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 1840, h = 1631, f = 3471, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:E --> g = 1535, h = 1937, f = 3472, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1044, h = 2428, f = 3472, action: ('take', <package.Package instance at 0x3194878>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1149, h = 2229, f = 3378, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1253, h = 2045, f = 3298, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 1258, h = 2045, f = 3303, action: ('take', <package.Package instance at 0x4e3add0>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1408, h = 1895, f = 3303, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1410, h = 1895, f = 3305, action: ('take', <package.Package instance at 0x4e4d3f8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1518, h = 1787, f = 3305, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1520, h = 1787, f = 3307, action: ('take', <package.Package instance at 0x4e63a28>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1588, h = 1787, f = 3375, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1590, h = 1787, f = 3377, action: ('take', <package.Package instance at 0x4fc1ea8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1674, h = 1703, f = 3377, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 1333, h = 2045, f = 3378, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1676, h = 1703, f = 3379, action: ('take', <package.Package instance at 0x4fdb488>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1760, h = 1619, f = 3379, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1592, h = 1787, f = 3379, action: ('take', <package.Package instance at 0x4fc9758>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1335, h = 2045, f = 3380, action: ('take', <package.Package instance at 0x4e47d40>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1431, h = 1949, f = 3380, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1151, h = 2229, f = 3380, action: ('take', <package.Package instance at 0x4e358c0>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1239, h = 2141, f = 3380, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1762, h = 1619, f = 3381, action: ('take', <package.Package instance at 0x4ff5680>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1337, h = 2045, f = 3382, action: ('take', <package.Package instance at 0x4fe6908>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1436, h = 1949, f = 3385, action: ('take', <package.Package instance at 0x516b4d0>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1586, h = 1799, f = 3385, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1588, h = 1799, f = 3387, action: ('take', <package.Package instance at 0x5192e18>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1696, h = 1691, f = 3387, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1698, h = 1691, f = 3389, action: ('take', <package.Package instance at 0x5301248>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1498, h = 1895, f = 3393, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1500, h = 1895, f = 3395, action: ('take', <package.Package instance at 0x4e5c2d8>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1584, h = 1811, f = 3395, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:D --> g = 1608, h = 1787, f = 3395, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1586, h = 1811, f = 3397, action: ('take', <package.Package instance at 0x5320758>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1670, h = 1727, f = 3397, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:D --> g = 1353, h = 2045, f = 3398, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1588, h = 1811, f = 3399, action: ('take', <package.Package instance at 0x5322878>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1612, h = 1787, f = 3399, action: ('take', <package.Package instance at 0x4fbfd88>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1808, h = 1591, f = 3399, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1355, h = 2045, f = 3400, action: ('take', <package.Package instance at 0x4e44b90>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1463, h = 1937, f = 3400, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1810, h = 1591, f = 3401, action: ('take', <package.Package instance at 0x54b5908>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1894, h = 1507, f = 3401, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1674, h = 1727, f = 3401, action: ('take', <package.Package instance at 0x54962d8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1800, h = 1601, f = 3401, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1465, h = 1937, f = 3402, action: ('take', <package.Package instance at 0x5622b48>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1549, h = 1853, f = 3402, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1802, h = 1601, f = 3403, action: ('take', <package.Package instance at 0x5645200>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1910, h = 1493, f = 3403, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1896, h = 1507, f = 3403, action: ('take', <package.Package instance at 0x5635a70>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1980, h = 1423, f = 3403, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1812, h = 1591, f = 3403, action: ('take', <package.Package instance at 0x54babd8>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1508, h = 1895, f = 3403, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1551, h = 1853, f = 3404, action: ('take', <package.Package instance at 0x5657cf8>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1982, h = 1423, f = 3405, action: ('take', <package.Package instance at 0x57d8290>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1553, h = 1853, f = 3406, action: ('take', <package.Package instance at 0x565af38>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1915, h = 1493, f = 3408, action: ('take', <package.Package instance at 0x57c6cf8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2110, h = 1298, f = 3408, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1738, h = 1689, f = 3427, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:F --> g = 1383, h = 2045, f = 3428, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1385, h = 2045, f = 3430, action: ('take', <package.Package instance at 0x4e4a3f8>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1469, h = 1961, f = 3430, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1471, h = 1961, f = 3432, action: ('take', <package.Package instance at 0x59829e0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1555, h = 1877, f = 3432, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1473, h = 1961, f = 3434, action: ('take', <package.Package instance at 0x5984c20>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1559, h = 1877, f = 3436, action: ('take', <package.Package instance at 0x5aeeea8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1685, h = 1751, f = 3436, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1687, h = 1751, f = 3438, action: ('take', <package.Package instance at 0x5b02dd0>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1795, h = 1643, f = 3438, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 2020, h = 1418, f = 3438, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1800, h = 1643, f = 3443, action: ('take', <package.Package instance at 0x5b15cf8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1995, h = 1448, f = 3443, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:E --> g = 1548, h = 1895, f = 3443, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1550, h = 1895, f = 3445, action: ('take', <package.Package instance at 0x4e59dd0>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1552, h = 1895, f = 3447, action: ('take', <package.Package instance at 0x5c8ea28>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1744, h = 1703, f = 3447, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:A --> g = 2000, h = 1448, f = 3448, action: ('take', <package.Package instance at 0x5b227a0>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2150, h = 1298, f = 3448, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1746, h = 1703, f = 3449, action: ('take', <package.Package instance at 0x4fe4710>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1578, h = 1871, f = 3449, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1580, h = 1871, f = 3451, action: ('take', <package.Package instance at 0x4e60368>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2154, h = 1298, f = 3452, action: ('take', <package.Package instance at 0x5caf638>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2350, h = 1102, f = 3452, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 1690, h = 1763, f = 3453, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 2352, h = 1102, f = 3454, action: ('take', <package.Package instance at 0x5e26680>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1692, h = 1763, f = 3455, action: ('take', <package.Package instance at 0x5165560>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1752, h = 1703, f = 3455, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1435, h = 2021, f = 3456, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1437, h = 2021, f = 3458, action: ('take', <package.Package instance at 0x518fdd0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1535, h = 1877, f = 3412, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:E --> g = 1511, h = 1949, f = 3460, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1513, h = 1949, f = 3462, action: ('take', <package.Package instance at 0x5177248>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1597, h = 1865, f = 3462, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1599, h = 1865, f = 3464, action: ('take', <package.Package instance at 0x5fc61b8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1654, h = 1811, f = 3465, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1740, h = 1727, f = 3467, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:D --> g = 1764, h = 1703, f = 3467, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 1742, h = 1727, f = 3469, action: ('take', <package.Package instance at 0x549f4d0>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1838, h = 1631, f = 3469, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1658, h = 1811, f = 3469, action: ('take', <package.Package instance at 0x532b320>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1784, h = 1685, f = 3469, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:F --> g = 1878, h = 1591, f = 3469, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1533, h = 1937, f = 3470, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1449, h = 2021, f = 3470, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1880, h = 1591, f = 3471, action: ('take', <package.Package instance at 0x54c2488>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1964, h = 1507, f = 3471, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1786, h = 1685, f = 3471, action: ('take', <package.Package instance at 0x6152998>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1894, h = 1577, f = 3471, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1768, h = 1703, f = 3471, action: ('take', <package.Package instance at 0x4fe2830>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1964, h = 1507, f = 3471, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1535, h = 1937, f = 3472, action: ('take', <package.Package instance at 0x562c0e0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1619, h = 1853, f = 3472, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1966, h = 1507, f = 3473, action: ('take', <package.Package instance at 0x62fac20>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1966, h = 1507, f = 3473, action: ('take', <package.Package instance at 0x617d9e0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 2050, h = 1423, f = 3473, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1905, h = 1568, f = 3473, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 1980, h = 1493, f = 3473, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 1686, h = 1787, f = 3473, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1530, h = 1943, f = 3473, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1854, h = 1619, f = 3473, action: ('take', <package.Package instance at 0x4c9d3b0>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1980, h = 1493, f = 3473, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:E --> g = 1966, h = 1507, f = 3473, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1724, h = 1749, f = 3473, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1686, h = 1787, f = 3473, action: ('moveAndDrop', 'F')
