agent PreviousPosition:B, CurrentPosition:A --> g = 79021, h = 0, f = 79021, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 3136, h = 6821, f = 9957, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 3046, h = 6821, f = 9867, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:F --> g = 2956, h = 6821, f = 9777, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:B --> g = 2856, h = 6821, f = 9677, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:E --> g = 2756, h = 6821, f = 9577, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 2656, h = 6821, f = 9477, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 2606, h = 6821, f = 9427, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:F --> g = 2516, h = 6821, f = 9337, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:B --> g = 2416, h = 6821, f = 9237, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 2366, h = 6821, f = 9187, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 2316, h = 6821, f = 9137, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 2266, h = 6821, f = 9087, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 2216, h = 6821, f = 9037, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 2116, h = 6821, f = 8937, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 2036, h = 6821, f = 8857, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1946, h = 6821, f = 8767, action: ('moveAndDrop', 'A')
agent PreviousPosition:B, CurrentPosition:E --> g = 1856, h = 6821, f = 8677, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:B --> g = 1756, h = 6821, f = 8577, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 1706, h = 6821, f = 8527, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 1616, h = 6821, f = 8437, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 1526, h = 6821, f = 8347, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 1471, h = 6876, f = 8347, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:F --> g = 1361, h = 6920, f = 8281, action: ('take', <package.Package instance at 0x150efc8>)
agent PreviousPosition:A, CurrentPosition:F --> g = 1360, h = 6920, f = 8280, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 1270, h = 6920, f = 8190, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1180, h = 6920, f = 8100, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:F --> g = 1100, h = 6920, f = 8020, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 1010, h = 6920, f = 7930, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 960, h = 6920, f = 7880, action: ('moveAndDrop', 'B')
agent PreviousPosition:F, CurrentPosition:A --> g = 910, h = 6920, f = 7830, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 820, h = 6920, f = 7740, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:A --> g = 730, h = 6920, f = 7650, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 680, h = 6920, f = 7600, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:F --> g = 580, h = 6920, f = 7500, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:B --> g = 480, h = 6920, f = 7400, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 430, h = 6920, f = 7350, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:B --> g = 380, h = 6920, f = 7300, action: ('moveAndDrop', 'B')
agent PreviousPosition:B, CurrentPosition:A --> g = 330, h = 6920, f = 7250, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:B --> g = 280, h = 6920, f = 7200, action: ('moveAndDrop', 'B')
agent PreviousPosition:E, CurrentPosition:F --> g = 180, h = 6920, f = 7100, action: ('moveAndDrop', 'F')
agent PreviousPosition:B, CurrentPosition:E --> g = 100, h = 6920, f = 7020, action: ('moveAndDrop', 'E')
1 : moveAndDrop E
2 : moveAndDrop F
3 : moveAndDrop B
4 : moveAndDrop A
5 : moveAndDrop B
6 : moveAndDrop A
7 : moveAndDrop B
8 : moveAndDrop F
9 : moveAndDrop B
10 : moveAndDrop A
11 : moveAndDrop F
12 : moveAndDrop A
13 : moveAndDrop B
14 : moveAndDrop A
15 : moveAndDrop F
16 : moveAndDrop E
17 : moveAndDrop A
18 : moveAndDrop F
19 : take 1180
20 : moveAndDrop B
21 : moveAndDrop A
22 : moveAndDrop F
23 : moveAndDrop A
24 : moveAndDrop B
25 : moveAndDrop E
26 : moveAndDrop A
27 : moveAndDrop E
28 : moveAndDrop F
29 : moveAndDrop B
30 : moveAndDrop A
31 : moveAndDrop B
32 : moveAndDrop A
33 : moveAndDrop B
34 : moveAndDrop F
35 : moveAndDrop A
36 : moveAndDrop B
37 : moveAndDrop E
38 : moveAndDrop B
39 : moveAndDrop F
40 : moveAndDrop A
41 : moveAndDrop F
42 : moveAndDrop A
43 : moveAndDrop B
44 : moveAndDrop E
45 : moveAndDrop F
46 : moveAndDrop B
47 : moveAndDrop F
48 : moveAndDrop A
49 : moveAndDrop F
50 : moveAndDrop B
51 : moveAndDrop A
52 : moveAndDrop B
53 : moveAndDrop A
54 : moveAndDrop E
55 : moveAndDrop F
56 : moveAndDrop E
57 : moveAndDrop F
58 : moveAndDrop B
59 : moveAndDrop E
60 : moveAndDrop F
61 : moveAndDrop A
62 : moveAndDrop F
63 : take 6710
64 : moveAndDrop E
65 : moveAndDrop A
66 : moveAndDrop E
67 : moveAndDrop F
68 : take 6700
69 : moveAndDrop E
70 : moveAndDrop F
71 : moveAndDrop B
72 : moveAndDrop A
73 : moveAndDrop E
74 : moveAndDrop A
75 : moveAndDrop F
76 : moveAndDrop A
77 : moveAndDrop F
78 : moveAndDrop B
79 : moveAndDrop A
80 : moveAndDrop E
81 : moveAndDrop B
82 : moveAndDrop A
83 : moveAndDrop B
84 : moveAndDrop F
85 : moveAndDrop E
86 : moveAndDrop F
87 : moveAndDrop B
88 : moveAndDrop A
89 : moveAndDrop B
90 : moveAndDrop A
91 : moveAndDrop E
92 : moveAndDrop B
93 : moveAndDrop A
94 : moveAndDrop E
95 : moveAndDrop A
96 : moveAndDrop B
97 : moveAndDrop E
98 : moveAndDrop B
99 : moveAndDrop E
100 : moveAndDrop A
101 : moveAndDrop B
102 : moveAndDrop A
103 : moveAndDrop B
104 : moveAndDrop E
105 : moveAndDrop F
106 : moveAndDrop B
107 : moveAndDrop F
108 : moveAndDrop E
109 : moveAndDrop F
110 : moveAndDrop E
111 : moveAndDrop A
112 : moveAndDrop E
113 : moveAndDrop A
114 : moveAndDrop E
115 : moveAndDrop A
116 : moveAndDrop E
117 : moveAndDrop F
118 : take 1175
119 : moveAndDrop A
120 : moveAndDrop B
121 : moveAndDrop E
122 : moveAndDrop F
123 : moveAndDrop E
124 : moveAndDrop F
125 : moveAndDrop E
126 : moveAndDrop F
127 : take 1178
128 : moveAndDrop A
129 : moveAndDrop E
130 : moveAndDrop B
131 : moveAndDrop A
132 : moveAndDrop B
133 : moveAndDrop F
134 : moveAndDrop E
135 : moveAndDrop B
136 : moveAndDrop A
137 : moveAndDrop F
138 : take 1189
139 : moveAndDrop E
140 : moveAndDrop B
141 : moveAndDrop F
142 : moveAndDrop B
143 : moveAndDrop E
144 : moveAndDrop F
145 : moveAndDrop E
146 : moveAndDrop A
147 : moveAndDrop F
148 : moveAndDrop A
149 : moveAndDrop B
150 : moveAndDrop A
151 : moveAndDrop E
152 : moveAndDrop A
153 : moveAndDrop B
154 : moveAndDrop E
155 : moveAndDrop B
156 : moveAndDrop A
157 : moveAndDrop F
158 : moveAndDrop A
159 : moveAndDrop F
160 : moveAndDrop B
161 : moveAndDrop F
162 : moveAndDrop B
163 : moveAndDrop A
164 : moveAndDrop B
165 : moveAndDrop E
166 : moveAndDrop A
167 : moveAndDrop F
168 : moveAndDrop A
169 : moveAndDrop B
170 : moveAndDrop A
171 : moveAndDrop B
172 : moveAndDrop A
173 : moveAndDrop B
174 : moveAndDrop A
175 : moveAndDrop E
176 : moveAndDrop F
177 : moveAndDrop B
178 : moveAndDrop F
179 : moveAndDrop B
180 : moveAndDrop A
181 : moveAndDrop B
182 : moveAndDrop E
183 : moveAndDrop F
184 : moveAndDrop A
185 : moveAndDrop B
186 : moveAndDrop F
187 : take 4566
188 : moveAndDrop A
189 : moveAndDrop E
190 : moveAndDrop F
191 : moveAndDrop A
192 : moveAndDrop E
193 : moveAndDrop A
194 : moveAndDrop E
195 : moveAndDrop F
196 : moveAndDrop A
197 : moveAndDrop B
198 : moveAndDrop E
199 : moveAndDrop B
200 : moveAndDrop A
201 : moveAndDrop F
202 : take 6714
203 : take 1183
204 : take 6711
205 : moveAndDrop B
206 : moveAndDrop F
207 : moveAndDrop E
208 : moveAndDrop A
209 : moveAndDrop F
210 : moveAndDrop E
211 : moveAndDrop F
212 : take 1169
213 : take 6712
214 : moveAndDrop B
215 : moveAndDrop F
216 : moveAndDrop E
217 : moveAndDrop F
218 : take 1174
219 : moveAndDrop E
220 : moveAndDrop B
221 : moveAndDrop F
222 : moveAndDrop E
223 : moveAndDrop B
224 : moveAndDrop E
225 : moveAndDrop F
226 : moveAndDrop A
227 : moveAndDrop E
228 : moveAndDrop A
229 : moveAndDrop E
230 : moveAndDrop A
231 : moveAndDrop B
232 : moveAndDrop A
233 : moveAndDrop F
234 : moveAndDrop E
235 : moveAndDrop A
236 : moveAndDrop B
237 : moveAndDrop A
238 : moveAndDrop E
239 : moveAndDrop F
240 : moveAndDrop A
241 : moveAndDrop F
242 : moveAndDrop B
243 : moveAndDrop E
244 : moveAndDrop A
245 : moveAndDrop B
246 : moveAndDrop A
247 : moveAndDrop E
248 : moveAndDrop A
249 : moveAndDrop B
250 : moveAndDrop E
251 : moveAndDrop A
252 : moveAndDrop F
253 : take 6708
254 : moveAndDrop A
255 : moveAndDrop E
256 : moveAndDrop F
257 : moveAndDrop E
258 : moveAndDrop A
259 : moveAndDrop E
260 : moveAndDrop F
261 : moveAndDrop A
262 : moveAndDrop B
263 : moveAndDrop A
264 : moveAndDrop F
265 : moveAndDrop A
266 : moveAndDrop E
267 : moveAndDrop A
268 : moveAndDrop E
269 : moveAndDrop B
270 : moveAndDrop F
271 : moveAndDrop E
272 : moveAndDrop F
273 : moveAndDrop B
274 : moveAndDrop E
275 : moveAndDrop A
276 : moveAndDrop F
277 : moveAndDrop A
278 : moveAndDrop F
279 : moveAndDrop A
280 : moveAndDrop B
281 : moveAndDrop A
282 : moveAndDrop B
283 : moveAndDrop A
284 : moveAndDrop B
285 : moveAndDrop F
286 : take 1184
287 : moveAndDrop A
288 : moveAndDrop F
289 : moveAndDrop A
290 : moveAndDrop E
291 : moveAndDrop F
292 : moveAndDrop B
293 : moveAndDrop A
294 : moveAndDrop E
295 : moveAndDrop B
296 : moveAndDrop F
297 : moveAndDrop E
298 : moveAndDrop F
299 : moveAndDrop A
300 : moveAndDrop E
301 : moveAndDrop F
302 : moveAndDrop E
303 : moveAndDrop A
304 : moveAndDrop F
305 : take 4570
306 : moveAndDrop B
307 : moveAndDrop A
308 : moveAndDrop F
309 : moveAndDrop A
310 : moveAndDrop B
311 : moveAndDrop E
312 : moveAndDrop A
313 : moveAndDrop F
314 : moveAndDrop A
315 : moveAndDrop B
316 : moveAndDrop F
317 : moveAndDrop E
318 : moveAndDrop F
319 : moveAndDrop A
320 : moveAndDrop F
321 : moveAndDrop E
322 : moveAndDrop F
323 : moveAndDrop B
324 : moveAndDrop F
325 : moveAndDrop E
326 : moveAndDrop F
327 : moveAndDrop E
328 : moveAndDrop F
329 : moveAndDrop E
330 : moveAndDrop F
331 : moveAndDrop A
332 : moveAndDrop E
333 : moveAndDrop A
334 : moveAndDrop F
335 : take 1171
336 : moveAndDrop A
337 : moveAndDrop B
338 : moveAndDrop A
339 : moveAndDrop E
340 : moveAndDrop A
341 : moveAndDrop F
342 : take 1186
343 : moveAndDrop A
344 : moveAndDrop B
345 : moveAndDrop E
346 : moveAndDrop A
347 : moveAndDrop F
348 : moveAndDrop B
349 : moveAndDrop E
350 : moveAndDrop F
351 : moveAndDrop E
352 : moveAndDrop A
353 : moveAndDrop E
354 : moveAndDrop F
355 : moveAndDrop E
356 : moveAndDrop B
357 : moveAndDrop E
358 : moveAndDrop A
359 : moveAndDrop E
360 : moveAndDrop F
361 : moveAndDrop E
362 : moveAndDrop A
363 : moveAndDrop E
364 : moveAndDrop B
365 : moveAndDrop A
366 : moveAndDrop F
367 : moveAndDrop A
368 : moveAndDrop E
369 : moveAndDrop F
370 : moveAndDrop E
371 : moveAndDrop B
372 : moveAndDrop E
373 : moveAndDrop B
374 : moveAndDrop A
375 : moveAndDrop B
376 : moveAndDrop E
377 : moveAndDrop A
378 : moveAndDrop E
379 : moveAndDrop A
380 : moveAndDrop E
381 : moveAndDrop B
382 : moveAndDrop F
383 : moveAndDrop E
384 : moveAndDrop F
385 : moveAndDrop E
386 : moveAndDrop A
387 : moveAndDrop B
388 : moveAndDrop A
389 : moveAndDrop F
390 : moveAndDrop A
391 : moveAndDrop B
392 : moveAndDrop A
393 : moveAndDrop B
394 : moveAndDrop F
395 : moveAndDrop B
396 : moveAndDrop A
397 : moveAndDrop E
398 : moveAndDrop B
399 : moveAndDrop E
400 : moveAndDrop A
401 : moveAndDrop B
402 : moveAndDrop E
403 : moveAndDrop A
404 : moveAndDrop B
405 : moveAndDrop F
406 : take 6707
407 : moveAndDrop E
408 : moveAndDrop F
409 : moveAndDrop A
410 : moveAndDrop F
411 : moveAndDrop E
412 : moveAndDrop F
413 : take 4567
414 : moveAndDrop B
415 : moveAndDrop A
416 : moveAndDrop E
417 : moveAndDrop A
418 : moveAndDrop E
419 : moveAndDrop A
420 : moveAndDrop E
421 : moveAndDrop B
422 : moveAndDrop A
423 : moveAndDrop E
424 : moveAndDrop B
425 : moveAndDrop E
426 : moveAndDrop A
427 : moveAndDrop B
428 : moveAndDrop A
429 : moveAndDrop F
430 : moveAndDrop B
431 : moveAndDrop F
432 : moveAndDrop A
433 : moveAndDrop B
434 : moveAndDrop F
435 : moveAndDrop B
436 : moveAndDrop E
437 : moveAndDrop F
438 : take 1181
439 : take 1177
440 : moveAndDrop E
441 : moveAndDrop B
442 : moveAndDrop A
443 : moveAndDrop E
444 : moveAndDrop A
445 : moveAndDrop B
446 : moveAndDrop E
447 : moveAndDrop A
448 : moveAndDrop F
449 : moveAndDrop B
450 : moveAndDrop F
451 : moveAndDrop E
452 : moveAndDrop A
453 : moveAndDrop E
454 : moveAndDrop F
455 : moveAndDrop A
456 : moveAndDrop B
457 : moveAndDrop F
458 : moveAndDrop E
459 : moveAndDrop F
460 : moveAndDrop A
461 : moveAndDrop F
462 : moveAndDrop B
463 : moveAndDrop E
464 : moveAndDrop F
465 : moveAndDrop E
466 : moveAndDrop F
467 : moveAndDrop A
468 : moveAndDrop B
469 : moveAndDrop A
470 : moveAndDrop E
471 : moveAndDrop A
472 : moveAndDrop F
473 : moveAndDrop B
474 : moveAndDrop F
475 : moveAndDrop B
476 : moveAndDrop F
477 : moveAndDrop B
478 : moveAndDrop A
479 : moveAndDrop E
480 : moveAndDrop F
481 : moveAndDrop E
482 : moveAndDrop F
483 : moveAndDrop A
484 : moveAndDrop B
485 : moveAndDrop A
486 : moveAndDrop F
487 : take 1167
488 : take 6702
489 : take 1168
490 : moveAndDrop A
491 : moveAndDrop F
492 : moveAndDrop E
493 : moveAndDrop A
494 : moveAndDrop B
495 : moveAndDrop A
496 : moveAndDrop B
497 : moveAndDrop E
498 : moveAndDrop F
499 : moveAndDrop E
500 : moveAndDrop B
501 : moveAndDrop E
502 : moveAndDrop B
503 : moveAndDrop E
504 : moveAndDrop A
505 : moveAndDrop E
506 : moveAndDrop A
507 : moveAndDrop E
508 : moveAndDrop A
509 : moveAndDrop F
510 : moveAndDrop E
511 : moveAndDrop F
512 : moveAndDrop A
513 : moveAndDrop F
514 : moveAndDrop B
515 : moveAndDrop A
516 : moveAndDrop E
517 : moveAndDrop F
518 : moveAndDrop B
519 : moveAndDrop E
520 : moveAndDrop A
521 : moveAndDrop E
522 : moveAndDrop F
523 : moveAndDrop B
524 : moveAndDrop A
525 : moveAndDrop F
526 : take 1172
527 : moveAndDrop E
528 : moveAndDrop A
529 : moveAndDrop B
530 : moveAndDrop E
531 : moveAndDrop F
532 : moveAndDrop A
533 : moveAndDrop B
534 : moveAndDrop E
535 : moveAndDrop F
536 : moveAndDrop E
537 : moveAndDrop F
538 : moveAndDrop B
539 : moveAndDrop E
540 : moveAndDrop A
541 : moveAndDrop E
542 : moveAndDrop F
543 : moveAndDrop A
544 : moveAndDrop F
545 : moveAndDrop A
546 : moveAndDrop B
547 : moveAndDrop A
548 : moveAndDrop E
549 : moveAndDrop A
550 : moveAndDrop F
551 : take 6703
552 : moveAndDrop E
553 : moveAndDrop F
554 : moveAndDrop B
555 : moveAndDrop A
556 : moveAndDrop B
557 : moveAndDrop F
558 : moveAndDrop E
559 : moveAndDrop F
560 : moveAndDrop E
561 : moveAndDrop F
562 : moveAndDrop A
563 : moveAndDrop B
564 : moveAndDrop A
565 : moveAndDrop E
566 : moveAndDrop B
567 : moveAndDrop E
568 : moveAndDrop A
569 : moveAndDrop F
570 : moveAndDrop A
571 : moveAndDrop E
572 : moveAndDrop A
573 : moveAndDrop B
574 : moveAndDrop E
575 : moveAndDrop A
576 : moveAndDrop F
577 : take 6704
578 : moveAndDrop B
579 : moveAndDrop A
580 : moveAndDrop F
581 : moveAndDrop B
582 : moveAndDrop E
583 : moveAndDrop A
584 : moveAndDrop B
585 : moveAndDrop F
586 : moveAndDrop A
587 : moveAndDrop B
588 : moveAndDrop A
589 : moveAndDrop F
590 : take 6715
591 : take 1165
592 : moveAndDrop E
593 : moveAndDrop A
594 : moveAndDrop F
595 : take 1166
596 : moveAndDrop E
597 : moveAndDrop B
598 : moveAndDrop A
599 : moveAndDrop B
600 : moveAndDrop A
601 : moveAndDrop F
602 : moveAndDrop B
603 : moveAndDrop A
604 : moveAndDrop E
605 : moveAndDrop B
606 : moveAndDrop E
607 : moveAndDrop A
608 : moveAndDrop F
609 : take 1187
610 : take 6706
611 : moveAndDrop B
612 : moveAndDrop A
613 : moveAndDrop E
614 : moveAndDrop F
615 : moveAndDrop A
616 : moveAndDrop E
617 : moveAndDrop F
618 : moveAndDrop B
619 : moveAndDrop F
620 : take 2114
621 : moveAndDrop E
622 : moveAndDrop F
623 : moveAndDrop E
624 : moveAndDrop F
625 : take 1188
626 : moveAndDrop E
627 : moveAndDrop B
628 : moveAndDrop E
629 : moveAndDrop F
630 : take 1173
631 : take 2107
632 : moveAndDrop E
633 : moveAndDrop A
634 : moveAndDrop B
635 : moveAndDrop F
636 : moveAndDrop E
637 : moveAndDrop F
638 : take 2113
639 : take 6709
640 : moveAndDrop E
641 : moveAndDrop B
642 : moveAndDrop A
643 : moveAndDrop F
644 : take 4569
645 : moveAndDrop B
646 : moveAndDrop A
647 : moveAndDrop B
648 : moveAndDrop A
649 : moveAndDrop F
650 : take 2111
651 : take 1179
652 : moveAndDrop A
653 : moveAndDrop B
654 : moveAndDrop F
655 : take 2109
656 : take 2112
657 : moveAndDrop A
658 : moveAndDrop B
659 : moveAndDrop F
660 : moveAndDrop E
661 : moveAndDrop B
662 : moveAndDrop F
663 : take 2115
664 : moveAndDrop E
665 : moveAndDrop A
666 : moveAndDrop E
667 : moveAndDrop A
668 : moveAndDrop E
669 : moveAndDrop F
670 : moveAndDrop E
671 : moveAndDrop F
672 : moveAndDrop E
673 : moveAndDrop A
674 : moveAndDrop E
675 : moveAndDrop F
676 : take 4573
677 : moveAndDrop E
678 : moveAndDrop F
679 : take 1185
680 : moveAndDrop E
681 : moveAndDrop B
682 : moveAndDrop E
683 : moveAndDrop A
684 : moveAndDrop E
685 : moveAndDrop F
686 : moveAndDrop E
687 : moveAndDrop B
688 : moveAndDrop A
689 : moveAndDrop F
690 : moveAndDrop E
691 : moveAndDrop B
692 : moveAndDrop E
693 : moveAndDrop B
694 : moveAndDrop A
695 : moveAndDrop B
696 : moveAndDrop E
697 : moveAndDrop F
698 : moveAndDrop A
699 : moveAndDrop B
700 : moveAndDrop A
701 : moveAndDrop E
702 : moveAndDrop F
703 : moveAndDrop B
704 : moveAndDrop F
705 : take 1182
706 : moveAndDrop A
707 : moveAndDrop F
708 : moveAndDrop E
709 : moveAndDrop B
710 : moveAndDrop E
711 : moveAndDrop A
712 : moveAndDrop E
713 : moveAndDrop F
714 : take 6713
715 : moveAndDrop E
716 : moveAndDrop B
717 : moveAndDrop A
718 : moveAndDrop F
719 : moveAndDrop A
720 : moveAndDrop F
721 : moveAndDrop A
722 : moveAndDrop E
723 : moveAndDrop A
724 : moveAndDrop B
725 : moveAndDrop A
726 : moveAndDrop F
727 : moveAndDrop A
728 : moveAndDrop E
729 : moveAndDrop A
730 : moveAndDrop B
731 : moveAndDrop E
732 : moveAndDrop B
733 : moveAndDrop F
734 : moveAndDrop E
735 : moveAndDrop B
736 : moveAndDrop A
737 : moveAndDrop E
738 : moveAndDrop B
739 : moveAndDrop E
740 : moveAndDrop B
741 : moveAndDrop F
742 : moveAndDrop E
743 : moveAndDrop F
744 : take 6705
745 : moveAndDrop A
746 : moveAndDrop E
747 : moveAndDrop F
748 : moveAndDrop B
749 : moveAndDrop A
750 : moveAndDrop B
751 : moveAndDrop A
752 : moveAndDrop B
753 : moveAndDrop A
754 : moveAndDrop E
755 : moveAndDrop F
756 : moveAndDrop E
757 : moveAndDrop F
758 : moveAndDrop E
759 : moveAndDrop F
760 : take 2104
761 : moveAndDrop E
762 : moveAndDrop A
763 : moveAndDrop B
764 : moveAndDrop F
765 : take 2102
766 : take 2116
767 : moveAndDrop E
768 : moveAndDrop A
769 : moveAndDrop B
770 : moveAndDrop F
771 : moveAndDrop E
772 : moveAndDrop B
773 : moveAndDrop F
774 : moveAndDrop E
775 : moveAndDrop B
776 : moveAndDrop E
777 : moveAndDrop F
778 : moveAndDrop A
779 : moveAndDrop B
780 : moveAndDrop A
781 : moveAndDrop F
782 : moveAndDrop A
783 : moveAndDrop E
784 : moveAndDrop B
785 : moveAndDrop F
786 : moveAndDrop B
787 : moveAndDrop E
788 : moveAndDrop B
789 : moveAndDrop F
790 : moveAndDrop A
791 : moveAndDrop E
792 : moveAndDrop A
793 : moveAndDrop E
794 : moveAndDrop B
795 : moveAndDrop E
796 : moveAndDrop A
797 : moveAndDrop B
798 : moveAndDrop A
799 : moveAndDrop F
800 : take 2108
801 : moveAndDrop E
802 : moveAndDrop B
803 : moveAndDrop A
804 : moveAndDrop B
805 : moveAndDrop F
806 : take 2110
807 : moveAndDrop B
808 : moveAndDrop F
809 : moveAndDrop B
810 : moveAndDrop F
811 : moveAndDrop A
812 : moveAndDrop B
813 : moveAndDrop A
814 : moveAndDrop F
815 : moveAndDrop A
816 : moveAndDrop F
817 : moveAndDrop E
818 : moveAndDrop F
819 : moveAndDrop B
820 : moveAndDrop F
821 : moveAndDrop B
822 : moveAndDrop F
823 : moveAndDrop E
824 : moveAndDrop B
825 : moveAndDrop A
826 : moveAndDrop B
827 : moveAndDrop E
828 : moveAndDrop B
829 : moveAndDrop F
830 : take 2103
831 : moveAndDrop A
832 : moveAndDrop B
833 : moveAndDrop E
834 : moveAndDrop B
835 : moveAndDrop E
836 : moveAndDrop A
837 : moveAndDrop F
838 : moveAndDrop A
839 : moveAndDrop E
840 : moveAndDrop B
841 : moveAndDrop F
842 : moveAndDrop E
843 : moveAndDrop B
844 : moveAndDrop F
845 : take 1170
846 : moveAndDrop B
847 : moveAndDrop E
848 : moveAndDrop F
849 : take 6701
850 : take 2105
851 : moveAndDrop A
852 : moveAndDrop E
853 : moveAndDrop B
854 : moveAndDrop F
855 : moveAndDrop A
856 : moveAndDrop F
857 : take 1176
858 : moveAndDrop A
859 : moveAndDrop B
860 : moveAndDrop E
861 : moveAndDrop B
862 : moveAndDrop F
863 : moveAndDrop A
864 : moveAndDrop E
865 : moveAndDrop A
866 : moveAndDrop E
867 : moveAndDrop B
868 : moveAndDrop A
869 : moveAndDrop E
870 : moveAndDrop F
871 : moveAndDrop E
872 : moveAndDrop A
873 : moveAndDrop B
874 : moveAndDrop F
875 : take 2106
876 : moveAndDrop E
877 : moveAndDrop A
878 : moveAndDrop B
879 : moveAndDrop E
880 : moveAndDrop A
881 : moveAndDrop B
882 : moveAndDrop E
883 : moveAndDrop A
884 : moveAndDrop F
885 : moveAndDrop A
886 : moveAndDrop F
887 : moveAndDrop B
888 : moveAndDrop A
889 : moveAndDrop E
890 : moveAndDrop B
891 : moveAndDrop E
892 : moveAndDrop B
893 : moveAndDrop A
894 : moveAndDrop E
895 : moveAndDrop B
896 : moveAndDrop A
897 : moveAndDrop B
898 : moveAndDrop A
899 : moveAndDrop E
900 : moveAndDrop A
901 : moveAndDrop E
902 : moveAndDrop B
903 : moveAndDrop F
904 : moveAndDrop E
905 : moveAndDrop A
906 : moveAndDrop F
907 : moveAndDrop E
908 : moveAndDrop F
909 : moveAndDrop E
910 : moveAndDrop B
911 : moveAndDrop E
912 : moveAndDrop A
913 : moveAndDrop B
914 : moveAndDrop A
915 : moveAndDrop B
916 : moveAndDrop E
917 : moveAndDrop F
918 : moveAndDrop B
919 : moveAndDrop F
920 : moveAndDrop E
921 : moveAndDrop B
922 : moveAndDrop A
923 : moveAndDrop B
924 : moveAndDrop E
925 : moveAndDrop A
926 : moveAndDrop B
927 : moveAndDrop E
928 : moveAndDrop A
929 : moveAndDrop B
930 : moveAndDrop E
931 : moveAndDrop B
932 : moveAndDrop F
933 : moveAndDrop E
934 : moveAndDrop A
935 : moveAndDrop B
936 : moveAndDrop E
937 : moveAndDrop B
938 : moveAndDrop A
939 : moveAndDrop F
940 : moveAndDrop A
941 : moveAndDrop B
942 : moveAndDrop F
943 : take 4571
944 : moveAndDrop E
945 : moveAndDrop A
946 : moveAndDrop B
947 : moveAndDrop F
948 : take 4568
949 : moveAndDrop B
950 : moveAndDrop A
951 : moveAndDrop E
952 : moveAndDrop F
953 : moveAndDrop B
954 : moveAndDrop F
955 : moveAndDrop A
956 : moveAndDrop E
957 : moveAndDrop F
958 : moveAndDrop E
959 : moveAndDrop A
960 : moveAndDrop B
961 : moveAndDrop F
962 : moveAndDrop E
963 : moveAndDrop A
964 : moveAndDrop E
965 : moveAndDrop A
966 : moveAndDrop B
967 : moveAndDrop E
968 : moveAndDrop B
969 : moveAndDrop A
970 : moveAndDrop B
971 : moveAndDrop E
972 : moveAndDrop B
973 : moveAndDrop E
974 : moveAndDrop B
975 : moveAndDrop F
976 : moveAndDrop A
977 : moveAndDrop F
978 : moveAndDrop E
979 : moveAndDrop A
980 : moveAndDrop B
981 : moveAndDrop E
982 : moveAndDrop A
983 : moveAndDrop B
984 : moveAndDrop E
985 : moveAndDrop B
